identifier:ID,:LABEL,name:string,technology:string,measurement:string,timepoint:string,material_id_1:string,material_name_1:string
OSD-679_OCT_FT147_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT147_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT73_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT73_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT77_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT77_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT81_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT81_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT83_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT83_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT85_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT85_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT95_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT95_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT97_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT97_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT132_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT132_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT134_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT134_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT136_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT136_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT140_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT140_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT142_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT142_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT144_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT144_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT146_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT146_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT74_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT74_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT76_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT76_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT78_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT78_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT82_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT82_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT84_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT84_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT87_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT87_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT96_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT96_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT133_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT133_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT135_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT135_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT137_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT137_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT141_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT141_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT143_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT143_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT145_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT145_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT147_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT147_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT73_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT73_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT77_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT77_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT83_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT83_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT85_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT85_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT95_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT95_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT97_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT97_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT132_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT132_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT134_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT134_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT136_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT136_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT140_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT140_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT142_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT142_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT144_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT144_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT146_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT146_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT111_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT111_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT138_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT138_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT111_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT111_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT138_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT138_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT45_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT45_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT47_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT47_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT50_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT50_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT52_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT52_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT56_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT56_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT107_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT107_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT110_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT110_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT122_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT122_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT128_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT128_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT51_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT51_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT109_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT109_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT121_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT121_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT127_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT127_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT130_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT130_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT45_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT45_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT47_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT47_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT52_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT52_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT56_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT56_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT107_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT107_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT110_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT110_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT122_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT122_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT128_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT128_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT51_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT51_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT57_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT57_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT109_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT109_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT121_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT121_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT127_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT127_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT130_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT130_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT228_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT228_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT230_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT230_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT234_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT234_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT219_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT219_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT221_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT221_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT225_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT225_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT228_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT228_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT230_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT230_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT234_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT234_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT219_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT219_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT221_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT221_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT225_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT225_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT164_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT164_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT165_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT165_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT168_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT168_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT170_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT170_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT172_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT172_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT174_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT174_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT175_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT175_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT163_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT163_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT166_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT166_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT167_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT167_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT169_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT169_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT171_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT171_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT173_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT173_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT164_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT164_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT165_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT165_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT168_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT168_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT170_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT170_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT172_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT172_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT174_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT174_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT175_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT175_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT163_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT163_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT166_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT166_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT167_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT167_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT169_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT169_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT171_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT171_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT173_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT173_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT179_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT179_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT185_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT185_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT191_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT191_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT180_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT180_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT186_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT186_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT192_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT192_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT179_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT179_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT185_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT185_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT191_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT191_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT180_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT180_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT186_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT186_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT192_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT192_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT364_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT364_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
